user_id,install_date,country,platform,acquisition_channel,is_payer,sessions
3502,2024-01-19,US,iOS,Facebook Ads,0,18
3503,2024-06-13,UK,Android,TikTok Ads,1,14
3504,2024-03-25,US,iOS,TikTok Ads,0,15
3505,2024-01-08,BR,iOS,Organic,0,19
3506,2024-01-28,US,iOS,Facebook Ads,0,27
3507,2024-01-05,FR,Android,Facebook Ads,0,19
3508,2024-05-24,DE,Android,Influencer,0,21
3509,2024-04-10,US,iOS,Organic,0,20
3510,2024-06-12,US,iOS,Influencer,0,10
3511,2024-04-27,UK,Android,Facebook Ads,0,15
3512,2024-05-26,US,Android,Organic,0,18
3513,2024-03-04,US,Android,Influencer,0,21
3514,2024-03-31,UK,iOS,Organic,0,16
3515,2024-04-26,FR,iOS,Organic,0,13
3516,2024-04-07,ES,iOS,TikTok Ads,0,17
3517,2024-01-11,US,Android,TikTok Ads,0,31
3518,2024-02-23,US,Android,Organic,0,22
3519,2024-06-21,BR,Android,Influencer,0,14
3520,2024-02-16,CA,Android,Organic,0,14
3521,2024-05-19,US,Android,Facebook Ads,1,25
3522,2024-05-28,DE,Android,Organic,1,19
3523,2024-05-18,US,iOS,Organic,0,22
3524,2024-01-05,US,iOS,Influencer,0,24
3525,2024-01-20,CA,Android,Influencer,0,25
3526,2024-06-17,US,Android,Google Ads,0,17
3527,2024-02-15,UK,iOS,Cross-promo,0,19
3528,2024-01-12,US,Android,Facebook Ads,0,15
3529,2024-03-10,UK,iOS,TikTok Ads,0,18
3530,2024-01-17,BR,Android,Organic,0,16
3531,2024-04-24,UK,Android,Organic,0,15
3532,2024-05-26,US,iOS,Facebook Ads,0,26
3533,2024-06-02,ES,iOS,TikTok Ads,0,14
3534,2024-02-17,MX,Android,Organic,0,11
3535,2024-04-17,BR,Android,Cross-promo,0,17
3536,2024-02-21,UK,iOS,Google Ads,0,22
3537,2024-04-05,MX,Android,Facebook Ads,0,14
3538,2024-03-10,UK,iOS,Organic,0,19
3539,2024-04-11,DE,iOS,Google Ads,0,32
3540,2024-03-15,BR,Android,Google Ads,0,22
3541,2024-06-09,UK,Android,Google Ads,0,20
3542,2024-05-30,US,Android,Facebook Ads,0,10
3543,2024-05-22,BR,iOS,Facebook Ads,0,15
3544,2024-06-03,CA,Android,TikTok Ads,1,20
3545,2024-06-27,BR,iOS,Organic,0,11
3546,2024-03-22,FR,Android,Google Ads,1,24
3547,2024-04-01,DE,iOS,Facebook Ads,0,28
3548,2024-06-27,UK,Android,Influencer,0,18
3549,2024-06-23,CA,Android,Facebook Ads,1,20
3550,2024-01-04,CA,Android,Influencer,0,15
3551,2024-05-14,MX,Android,Cross-promo,0,17
3552,2024-04-18,BR,Android,Organic,0,19
3553,2024-06-11,US,iOS,Facebook Ads,0,22
3554,2024-02-17,US,Android,Influencer,1,13
3555,2024-03-13,US,iOS,Influencer,0,31
3556,2024-03-12,US,iOS,Organic,0,20
3557,2024-04-25,UK,Android,Facebook Ads,0,16
3558,2024-06-21,UK,Android,Organic,0,15
3559,2024-03-21,BR,iOS,Influencer,0,20
3560,2024-03-21,CA,iOS,Organic,0,19
3561,2024-04-22,CA,iOS,Organic,0,20
3562,2024-04-05,MX,iOS,Facebook Ads,0,13
3563,2024-03-12,BR,Android,Organic,0,16
3564,2024-05-26,US,Android,Cross-promo,0,11
3565,2024-03-03,BR,iOS,Organic,0,14
3566,2024-02-07,US,iOS,Organic,0,22
3567,2024-03-07,DE,Android,Organic,0,20
3568,2024-03-09,CA,iOS,Influencer,0,19
3569,2024-01-13,FR,iOS,Facebook Ads,0,23
3570,2024-06-23,US,Android,Organic,0,23
3571,2024-01-31,BR,iOS,Organic,0,21
3572,2024-04-23,MX,Android,Facebook Ads,1,17
3573,2024-01-22,US,iOS,Cross-promo,0,22
3574,2024-04-02,US,Android,Cross-promo,0,24
3575,2024-06-19,CA,iOS,Cross-promo,0,21
3576,2024-03-07,US,iOS,Organic,0,16
3577,2024-02-23,UK,Android,Influencer,0,16
3578,2024-05-17,BR,Android,Facebook Ads,0,16
3579,2024-02-11,DE,Android,Facebook Ads,0,31
3580,2024-03-04,FR,iOS,Facebook Ads,0,21
3581,2024-05-05,ES,iOS,Organic,0,17
3582,2024-01-21,UK,Android,Organic,0,17
3583,2024-06-17,FR,Android,Influencer,1,24
3584,2024-05-31,US,Android,Influencer,0,25
3585,2024-02-04,US,Android,Organic,0,21
3586,2024-01-30,ES,Android,Organic,0,26
3587,2024-02-26,DE,iOS,TikTok Ads,0,22
3588,2024-02-16,US,Android,Organic,0,19
3589,2024-06-11,FR,Android,Influencer,0,20
3590,2024-01-19,BR,Android,TikTok Ads,0,17
3591,2024-04-23,UK,Android,TikTok Ads,0,12
3592,2024-01-08,MX,iOS,Influencer,1,23
3593,2024-01-26,US,Android,Influencer,0,16
3594,2024-04-22,US,iOS,Influencer,0,18
3595,2024-03-11,DE,Android,Influencer,1,25
3596,2024-01-30,US,Android,Google Ads,0,14
3597,2024-05-14,ES,Android,Organic,0,15
3598,2024-03-07,DE,Android,Google Ads,1,30
3599,2024-03-05,FR,Android,Influencer,0,21
3600,2024-02-05,BR,iOS,Cross-promo,0,16
3601,2024-01-25,ES,iOS,Google Ads,1,22
3602,2024-02-06,BR,iOS,Google Ads,0,22
3603,2024-01-01,UK,iOS,Influencer,1,23
3604,2024-05-22,MX,iOS,Organic,0,23
3605,2024-02-06,ES,iOS,Organic,0,20
3606,2024-05-20,MX,iOS,Organic,0,22
3607,2024-05-15,US,iOS,Influencer,0,27
3608,2024-05-12,US,iOS,Organic,0,20
3609,2024-05-07,CA,Android,Organic,1,15
3610,2024-05-06,CA,Android,Organic,0,16
3611,2024-01-01,ES,iOS,Facebook Ads,0,23
3612,2024-06-12,ES,iOS,TikTok Ads,0,16
3613,2024-02-04,FR,Android,Organic,0,23
3614,2024-04-13,BR,Android,Organic,1,18
3615,2024-01-23,CA,Android,Google Ads,0,14
3616,2024-01-09,UK,Android,Google Ads,0,22
3617,2024-02-03,FR,Android,Facebook Ads,1,19
3618,2024-06-22,FR,iOS,Cross-promo,0,17
3619,2024-05-07,BR,iOS,Facebook Ads,0,21
3620,2024-01-04,DE,iOS,Google Ads,0,18
3621,2024-06-06,DE,Android,Organic,0,14
3622,2024-04-11,MX,iOS,Facebook Ads,1,16
3623,2024-03-15,US,Android,Organic,0,20
3624,2024-04-08,ES,Android,Organic,0,22
3625,2024-03-12,ES,iOS,Facebook Ads,0,15
3626,2024-01-03,UK,iOS,Organic,0,20
3627,2024-05-21,UK,iOS,TikTok Ads,0,26
3628,2024-06-21,BR,Android,Organic,0,16
3629,2024-02-03,ES,Android,Influencer,0,16
3630,2024-02-14,BR,Android,Google Ads,0,24
3631,2024-03-01,CA,iOS,Organic,0,22
3632,2024-03-23,US,iOS,Google Ads,0,19
3633,2024-05-02,CA,Android,Organic,0,23
3634,2024-04-11,FR,iOS,TikTok Ads,0,13
3635,2024-01-16,US,iOS,Cross-promo,0,20
3636,2024-03-06,DE,Android,Google Ads,0,16
3637,2024-06-16,MX,iOS,Influencer,0,23
3638,2024-05-24,US,Android,Organic,0,21
3639,2024-04-28,BR,Android,Facebook Ads,0,21
3640,2024-06-10,UK,Android,Facebook Ads,0,29
3641,2024-05-03,FR,Android,Organic,0,22
3642,2024-05-23,BR,Android,TikTok Ads,0,22
3643,2024-04-11,FR,Android,Facebook Ads,0,12
3644,2024-03-06,BR,Android,Facebook Ads,0,26
3645,2024-01-13,MX,iOS,Google Ads,0,14
3646,2024-04-20,DE,iOS,Organic,0,22
3647,2024-06-07,CA,iOS,TikTok Ads,0,15
3648,2024-02-03,BR,iOS,Organic,0,19
3649,2024-02-08,UK,Android,Organic,0,22
3650,2024-05-15,ES,iOS,Organic,0,14
3651,2024-04-29,UK,iOS,Organic,0,15
3652,2024-05-05,US,iOS,Organic,1,19
3653,2024-02-24,US,Android,Organic,0,25
3654,2024-01-27,BR,Android,Cross-promo,0,20
3655,2024-04-27,UK,Android,Facebook Ads,0,19
3656,2024-02-22,US,iOS,Google Ads,1,23
3657,2024-02-08,CA,iOS,Organic,0,22
3658,2024-03-05,US,iOS,Organic,0,22
3659,2024-05-24,US,Android,Organic,0,21
3660,2024-06-06,US,iOS,TikTok Ads,0,31
3661,2024-01-13,BR,Android,Facebook Ads,1,31
3662,2024-01-21,CA,Android,Organic,0,18
3663,2024-05-26,FR,iOS,TikTok Ads,0,22
3664,2024-02-22,BR,Android,Organic,0,26
3665,2024-01-19,US,Android,Facebook Ads,0,18
3666,2024-02-26,MX,Android,Cross-promo,0,17
3667,2024-01-25,US,iOS,Organic,0,19
3668,2024-01-31,BR,Android,TikTok Ads,0,21
3669,2024-03-21,MX,Android,TikTok Ads,0,18
3670,2024-01-23,BR,iOS,Facebook Ads,0,24
3671,2024-02-01,US,Android,Cross-promo,0,17
3672,2024-03-14,US,iOS,Organic,0,18
3673,2024-01-10,MX,Android,Organic,0,17
3674,2024-02-23,UK,Android,Organic,0,25
3675,2024-02-21,CA,Android,Organic,0,22
3676,2024-05-27,UK,iOS,Organic,0,25
3677,2024-06-08,CA,Android,Google Ads,0,19
3678,2024-04-23,DE,iOS,Organic,0,23
3679,2024-01-14,FR,iOS,Organic,0,14
3680,2024-06-26,US,Android,Organic,0,27
3681,2024-06-04,DE,iOS,Organic,0,13
3682,2024-04-19,MX,Android,TikTok Ads,0,17
3683,2024-02-22,UK,iOS,Google Ads,0,17
3684,2024-05-31,FR,Android,Google Ads,0,21
3685,2024-03-19,BR,iOS,Organic,0,26
3686,2024-01-22,MX,Android,Google Ads,0,19
3687,2024-01-30,BR,Android,Organic,0,21
3688,2024-01-04,FR,iOS,Organic,0,20
3689,2024-02-28,ES,Android,Facebook Ads,0,19
3690,2024-01-08,US,Android,Google Ads,0,22
3691,2024-01-12,CA,Android,Organic,0,24
3692,2024-04-28,CA,iOS,Google Ads,1,18
3693,2024-06-07,DE,Android,Cross-promo,0,13
3694,2024-02-03,DE,Android,Facebook Ads,0,10
3695,2024-03-22,ES,Android,Facebook Ads,0,16
3696,2024-04-07,BR,Android,Organic,0,16
3697,2024-05-06,US,iOS,Organic,0,29
3698,2024-03-15,CA,iOS,Facebook Ads,0,24
3699,2024-04-14,DE,iOS,Influencer,0,13
3700,2024-02-18,US,iOS,Organic,0,16
3701,2024-03-19,BR,iOS,Organic,0,16
3702,2024-04-02,US,iOS,Cross-promo,1,24
3703,2024-06-02,US,Android,Google Ads,1,20
3704,2024-01-18,BR,iOS,Google Ads,0,17
3705,2024-04-05,DE,Android,TikTok Ads,0,20
3706,2024-02-07,BR,iOS,Organic,0,14
3707,2024-03-27,CA,Android,Facebook Ads,0,18
3708,2024-03-28,UK,iOS,Organic,0,13
3709,2024-02-19,US,Android,Google Ads,0,18
3710,2024-01-08,US,iOS,Cross-promo,0,11
3711,2024-06-17,MX,Android,Organic,0,23
3712,2024-05-13,MX,Android,Organic,0,21
3713,2024-03-09,UK,Android,Cross-promo,0,23
3714,2024-06-20,MX,Android,Organic,0,20
3715,2024-04-30,US,iOS,Organic,0,22
3716,2024-03-04,BR,Android,Organic,0,19
3717,2024-06-05,UK,iOS,TikTok Ads,0,18
3718,2024-06-04,CA,Android,TikTok Ads,0,19
3719,2024-05-18,US,iOS,TikTok Ads,0,29
3720,2024-04-30,BR,Android,TikTok Ads,1,20
3721,2024-03-05,US,Android,TikTok Ads,0,18
3722,2024-04-16,BR,Android,TikTok Ads,0,23
3723,2024-05-26,US,Android,Facebook Ads,0,18
3724,2024-05-16,CA,iOS,Google Ads,1,16
3725,2024-06-03,MX,Android,Facebook Ads,0,35
3726,2024-06-10,UK,Android,Organic,0,18
3727,2024-06-20,CA,iOS,TikTok Ads,0,18
3728,2024-04-09,US,iOS,TikTok Ads,0,20
3729,2024-03-22,MX,iOS,Organic,0,25
3730,2024-05-22,UK,iOS,Organic,0,23
3731,2024-02-20,BR,Android,Organic,0,19
3732,2024-05-20,MX,iOS,Facebook Ads,0,22
3733,2024-03-23,DE,iOS,Organic,0,13
3734,2024-06-25,MX,iOS,Influencer,0,16
3735,2024-04-21,DE,iOS,Organic,0,12
3736,2024-02-25,BR,iOS,Facebook Ads,0,28
3737,2024-06-27,US,iOS,Organic,0,21
3738,2024-06-13,US,Android,Facebook Ads,0,26
3739,2024-05-24,US,iOS,Facebook Ads,0,24
3740,2024-06-05,US,iOS,TikTok Ads,0,18
3741,2024-06-09,BR,Android,Google Ads,0,25
3742,2024-02-29,US,Android,TikTok Ads,0,20
3743,2024-04-29,US,iOS,Facebook Ads,0,18
3744,2024-05-17,ES,iOS,TikTok Ads,0,19
3745,2024-06-23,ES,iOS,Google Ads,0,16
3746,2024-01-23,ES,Android,TikTok Ads,0,19
3747,2024-05-28,CA,iOS,Google Ads,0,22
3748,2024-01-13,US,Android,Google Ads,0,19
3749,2024-04-10,US,Android,Facebook Ads,0,20
3750,2024-06-09,FR,iOS,Organic,0,22
3751,2024-01-24,CA,Android,Facebook Ads,0,27
3752,2024-04-17,ES,Android,Organic,0,17
3753,2024-01-11,FR,Android,Google Ads,0,17
3754,2024-01-17,US,Android,Organic,1,27
3755,2024-06-23,MX,Android,Cross-promo,0,20
3756,2024-01-25,FR,iOS,Organic,0,24
3757,2024-04-03,BR,Android,Organic,0,18
3758,2024-01-21,CA,Android,Influencer,1,17
3759,2024-03-24,BR,Android,Facebook Ads,0,20
3760,2024-05-19,CA,Android,Organic,0,20
3761,2024-02-06,DE,Android,Influencer,0,18
3762,2024-02-11,MX,Android,Google Ads,0,21
3763,2024-05-24,UK,Android,Facebook Ads,1,33
3764,2024-04-10,BR,iOS,Organic,0,28
3765,2024-02-17,MX,iOS,Organic,0,12
3766,2024-04-12,ES,iOS,Facebook Ads,0,21
3767,2024-01-28,UK,Android,Facebook Ads,0,16
3768,2024-02-10,US,iOS,Organic,0,18
3769,2024-04-08,FR,Android,Organic,0,19
3770,2024-02-16,DE,Android,TikTok Ads,0,20
3771,2024-05-25,CA,Android,Google Ads,0,14
3772,2024-04-14,CA,Android,Cross-promo,0,16
3773,2024-05-03,US,iOS,Facebook Ads,1,28
3774,2024-01-13,US,iOS,Cross-promo,0,24
3775,2024-05-20,CA,iOS,Facebook Ads,0,12
3776,2024-04-09,FR,iOS,Facebook Ads,0,22
3777,2024-01-31,US,Android,Organic,0,23
3778,2024-05-09,US,iOS,Organic,0,23
3779,2024-01-16,FR,iOS,Influencer,1,23
3780,2024-05-16,MX,iOS,Cross-promo,0,24
3781,2024-03-13,DE,Android,Facebook Ads,0,16
3782,2024-06-14,BR,Android,Organic,0,24
3783,2024-02-23,CA,Android,Cross-promo,0,22
3784,2024-04-09,US,Android,TikTok Ads,0,21
3785,2024-04-18,US,iOS,Organic,0,26
3786,2024-03-27,UK,Android,Organic,0,26
3787,2024-06-21,ES,Android,Organic,1,18
3788,2024-06-10,FR,Android,Facebook Ads,0,20
3789,2024-05-16,FR,Android,Facebook Ads,1,21
3790,2024-01-08,FR,iOS,Organic,0,19
3791,2024-01-07,MX,Android,Organic,0,16
3792,2024-02-05,US,Android,Influencer,1,16
3793,2024-01-18,BR,iOS,Google Ads,0,23
3794,2024-01-03,US,iOS,Influencer,0,25
3795,2024-01-28,UK,Android,TikTok Ads,0,20
3796,2024-03-10,DE,Android,Influencer,1,18
3797,2024-06-20,BR,Android,Organic,0,22
3798,2024-05-28,US,iOS,Organic,0,23
3799,2024-01-28,US,iOS,Facebook Ads,0,21
3800,2024-02-23,MX,Android,Google Ads,0,13
3801,2024-03-05,ES,iOS,Google Ads,0,18
3802,2024-04-09,ES,iOS,Organic,0,22
3803,2024-01-21,ES,iOS,Organic,0,20
3804,2024-01-13,US,iOS,Facebook Ads,0,21
3805,2024-02-26,MX,iOS,Organic,0,23
3806,2024-02-18,US,iOS,Cross-promo,0,18
3807,2024-04-27,US,Android,Cross-promo,0,15
3808,2024-02-23,ES,Android,Organic,0,17
3809,2024-05-17,UK,Android,Google Ads,1,21
3810,2024-02-22,ES,iOS,Organic,0,19
3811,2024-02-13,UK,Android,Google Ads,0,24
3812,2024-02-16,CA,Android,TikTok Ads,0,18
3813,2024-02-22,US,iOS,Organic,1,17
3814,2024-03-14,CA,iOS,Google Ads,0,14
3815,2024-02-15,MX,Android,Influencer,0,25
3816,2024-01-13,UK,iOS,Organic,1,22
3817,2024-06-13,MX,iOS,Organic,1,28
3818,2024-04-11,BR,iOS,Facebook Ads,0,20
3819,2024-01-24,ES,Android,Facebook Ads,0,21
3820,2024-01-02,FR,Android,Influencer,0,16
3821,2024-03-21,CA,Android,Facebook Ads,0,25
3822,2024-04-09,US,iOS,Facebook Ads,0,14
3823,2024-05-21,FR,Android,Google Ads,0,21
3824,2024-05-17,US,Android,Organic,0,28
3825,2024-06-11,FR,iOS,Organic,0,21
3826,2024-06-01,US,Android,Facebook Ads,0,17
3827,2024-05-10,US,Android,Organic,0,17
3828,2024-04-20,BR,iOS,Influencer,0,16
3829,2024-04-11,BR,iOS,Google Ads,0,16
3830,2024-01-17,US,iOS,TikTok Ads,0,21
3831,2024-01-12,FR,Android,Organic,0,12
3832,2024-04-25,CA,Android,Facebook Ads,1,23
3833,2024-01-24,US,iOS,Organic,0,24
3834,2024-01-29,FR,Android,Organic,0,20
3835,2024-06-19,US,iOS,Facebook Ads,0,15
3836,2024-06-01,US,Android,Organic,0,23
3837,2024-05-01,MX,Android,Influencer,0,23
3838,2024-03-30,DE,Android,Cross-promo,0,16
3839,2024-03-05,BR,Android,Organic,0,17
3840,2024-03-24,US,Android,TikTok Ads,0,27
3841,2024-04-28,MX,iOS,Organic,0,17
3842,2024-06-04,ES,Android,Facebook Ads,0,14
3843,2024-01-16,US,Android,Organic,0,24
3844,2024-06-23,US,Android,Cross-promo,0,18
3845,2024-04-13,US,Android,Influencer,0,31
3846,2024-04-01,MX,Android,Facebook Ads,1,15
3847,2024-01-27,US,Android,Organic,0,16
3848,2024-06-18,BR,Android,TikTok Ads,0,18
3849,2024-06-23,US,iOS,Facebook Ads,1,15
3850,2024-06-10,US,iOS,Google Ads,0,22
3851,2024-06-13,US,Android,Google Ads,0,28
3852,2024-05-13,FR,iOS,Facebook Ads,0,13
3853,2024-05-14,US,Android,Organic,0,20
3854,2024-06-01,DE,iOS,Organic,0,16
3855,2024-02-02,BR,iOS,Facebook Ads,1,15
3856,2024-02-24,DE,Android,Organic,0,27
3857,2024-01-07,ES,Android,TikTok Ads,0,21
3858,2024-02-26,ES,iOS,Organic,0,25
3859,2024-05-05,MX,Android,Facebook Ads,1,26
3860,2024-01-12,CA,Android,Organic,0,22
3861,2024-01-16,US,iOS,Google Ads,0,21
3862,2024-02-12,US,Android,Organic,1,32
3863,2024-04-26,MX,Android,Organic,0,12
3864,2024-05-14,BR,iOS,Facebook Ads,0,26
3865,2024-04-20,BR,Android,Cross-promo,0,27
3866,2024-02-20,US,iOS,Facebook Ads,0,17
3867,2024-06-08,BR,iOS,Organic,1,15
3868,2024-03-15,CA,Android,Organic,0,19
3869,2024-01-08,FR,Android,TikTok Ads,0,19
3870,2024-02-14,CA,iOS,Organic,0,14
3871,2024-02-28,DE,Android,TikTok Ads,0,24
3872,2024-05-11,US,iOS,Organic,0,18
3873,2024-04-13,DE,Android,Organic,0,18
3874,2024-06-05,BR,Android,Facebook Ads,0,14
3875,2024-06-05,MX,Android,Influencer,0,18
3876,2024-04-07,BR,Android,Organic,0,17
3877,2024-06-04,BR,Android,Organic,0,29
3878,2024-03-19,US,iOS,Organic,0,17
3879,2024-05-03,FR,Android,Google Ads,1,16
3880,2024-06-20,FR,iOS,Organic,0,19
3881,2024-01-04,CA,Android,Organic,0,16
3882,2024-03-30,FR,Android,Organic,0,30
3883,2024-04-13,UK,Android,Organic,1,22
3884,2024-05-16,FR,Android,Facebook Ads,1,17
3885,2024-04-28,US,Android,Organic,0,22
3886,2024-05-12,US,iOS,Facebook Ads,0,10
3887,2024-02-25,FR,iOS,Organic,0,15
3888,2024-04-05,CA,Android,Influencer,0,21
3889,2024-06-26,MX,Android,Facebook Ads,0,20
3890,2024-03-15,CA,iOS,Organic,0,29
3891,2024-05-22,UK,Android,Influencer,0,13
3892,2024-02-01,BR,Android,Influencer,0,24
3893,2024-01-28,MX,Android,Organic,0,12
3894,2024-01-22,MX,Android,TikTok Ads,0,20
3895,2024-01-17,MX,Android,Influencer,1,22
3896,2024-02-28,FR,Android,Organic,0,20
3897,2024-03-30,DE,iOS,Organic,0,18
3898,2024-04-15,BR,Android,TikTok Ads,0,23
3899,2024-01-26,US,Android,Organic,0,20
3900,2024-01-25,BR,iOS,Google Ads,0,22
3901,2024-05-17,UK,Android,Organic,0,18
3902,2024-02-14,BR,iOS,Facebook Ads,0,28
3903,2024-03-23,BR,Android,TikTok Ads,0,24
3904,2024-01-11,US,iOS,TikTok Ads,0,22
3905,2024-04-13,ES,iOS,Cross-promo,0,17
3906,2024-03-08,DE,Android,Google Ads,0,11
3907,2024-04-04,CA,Android,Organic,0,14
3908,2024-06-04,CA,iOS,Organic,0,23
3909,2024-03-05,CA,iOS,Facebook Ads,0,17
3910,2024-02-18,US,Android,TikTok Ads,1,22
3911,2024-06-23,FR,Android,Organic,0,23
3912,2024-02-21,CA,Android,Google Ads,1,11
3913,2024-04-11,UK,Android,Organic,0,19
3914,2024-02-26,CA,iOS,Facebook Ads,0,25
3915,2024-02-16,BR,Android,Organic,0,26
3916,2024-06-07,BR,iOS,Influencer,0,22
3917,2024-06-22,US,Android,TikTok Ads,0,29
3918,2024-01-26,UK,iOS,Organic,1,22
3919,2024-04-23,ES,Android,Facebook Ads,0,21
3920,2024-01-05,US,iOS,Organic,0,14
3921,2024-03-24,US,iOS,Google Ads,0,13
3922,2024-02-21,BR,iOS,Organic,0,21
3923,2024-04-14,MX,iOS,TikTok Ads,0,23
3924,2024-02-23,US,iOS,Organic,0,15
3925,2024-06-09,US,Android,Facebook Ads,0,16
3926,2024-06-26,US,Android,Google Ads,1,24
3927,2024-06-14,US,Android,Organic,0,20
3928,2024-06-03,CA,Android,Organic,0,22
3929,2024-01-15,ES,iOS,Organic,0,19
3930,2024-03-01,ES,Android,Facebook Ads,0,13
3931,2024-05-01,ES,Android,Cross-promo,0,20
3932,2024-01-21,DE,iOS,Facebook Ads,0,23
3933,2024-02-15,ES,Android,Organic,0,22
3934,2024-05-13,CA,iOS,Organic,0,23
3935,2024-02-07,MX,iOS,Organic,1,21
3936,2024-03-02,DE,iOS,Facebook Ads,1,16
3937,2024-03-26,ES,Android,Organic,0,18
3938,2024-03-18,CA,Android,Organic,0,23
3939,2024-02-15,US,Android,Organic,0,15
3940,2024-05-20,FR,iOS,Organic,0,19
3941,2024-01-03,CA,iOS,Google Ads,0,21
3942,2024-01-06,CA,Android,Google Ads,0,27
3943,2024-04-02,BR,iOS,Organic,0,25
3944,2024-01-08,DE,iOS,Organic,0,20
3945,2024-06-20,FR,iOS,Influencer,0,23
3946,2024-04-17,BR,iOS,Organic,0,19
3947,2024-06-09,CA,Android,Organic,0,24
3948,2024-03-15,US,Android,Organic,0,18
3949,2024-03-17,DE,Android,Organic,0,30
3950,2024-02-19,CA,iOS,Organic,0,27
3951,2024-01-11,FR,iOS,Google Ads,0,22
3952,2024-04-04,ES,iOS,Organic,0,17
3953,2024-06-04,DE,Android,Organic,0,20
3954,2024-03-10,UK,iOS,Google Ads,0,23
3955,2024-06-17,CA,iOS,Organic,0,17
3956,2024-01-16,DE,iOS,Organic,0,15
3957,2024-03-08,UK,Android,Facebook Ads,1,21
3958,2024-04-08,CA,Android,Influencer,0,19
3959,2024-02-17,CA,iOS,Facebook Ads,0,23
3960,2024-03-04,DE,Android,Facebook Ads,0,12
3961,2024-03-30,BR,iOS,Organic,0,11
3962,2024-03-16,FR,Android,Google Ads,0,14
3963,2024-05-18,FR,Android,Organic,0,23
3964,2024-04-10,BR,iOS,Google Ads,0,31
3965,2024-03-29,US,Android,Organic,0,26
3966,2024-01-18,ES,Android,Organic,0,21
3967,2024-01-19,BR,iOS,Organic,0,19
3968,2024-02-24,UK,Android,Google Ads,0,25
3969,2024-04-11,UK,Android,TikTok Ads,0,27
3970,2024-04-27,FR,Android,Google Ads,0,26
3971,2024-06-02,BR,iOS,Google Ads,1,22
3972,2024-05-13,ES,Android,Organic,0,19
3973,2024-01-04,US,Android,Cross-promo,0,11
3974,2024-04-17,US,iOS,Organic,0,12
3975,2024-04-24,UK,Android,Organic,0,21
3976,2024-01-29,US,Android,Organic,0,27
3977,2024-02-28,UK,Android,Cross-promo,0,19
3978,2024-05-04,CA,Android,Organic,0,19
3979,2024-04-07,BR,Android,TikTok Ads,0,19
3980,2024-01-17,UK,iOS,Organic,0,25
3981,2024-04-16,DE,Android,TikTok Ads,0,16
3982,2024-02-12,UK,iOS,Organic,0,17
3983,2024-03-20,UK,iOS,Google Ads,0,26
3984,2024-06-10,US,Android,Organic,0,25
3985,2024-01-08,BR,iOS,Organic,0,17
3986,2024-05-20,MX,iOS,Facebook Ads,0,15
3987,2024-04-15,US,iOS,Organic,0,12
3988,2024-01-08,CA,Android,Organic,1,20
3989,2024-04-05,DE,iOS,Organic,0,28
3990,2024-04-03,BR,Android,Facebook Ads,0,25
3991,2024-03-05,US,iOS,Organic,0,16
3992,2024-06-19,MX,iOS,Cross-promo,1,25
3993,2024-02-08,UK,iOS,Influencer,0,17
3994,2024-03-21,BR,iOS,Organic,0,19
3995,2024-03-24,ES,Android,Organic,0,14
3996,2024-03-28,ES,iOS,Influencer,0,20
3997,2024-03-26,US,Android,Organic,0,27
3998,2024-04-02,DE,Android,Facebook Ads,0,17
3999,2024-03-26,US,iOS,Google Ads,0,17
4000,2024-02-13,US,iOS,Organic,0,21
4001,2024-05-16,US,Android,Influencer,0,13
4002,2024-06-13,CA,Android,Facebook Ads,1,25
4003,2024-03-14,CA,Android,Facebook Ads,1,27
4004,2024-02-05,US,iOS,Facebook Ads,0,22
4005,2024-04-10,FR,Android,Organic,0,28
4006,2024-06-04,US,iOS,TikTok Ads,0,19
4007,2024-06-18,UK,iOS,Facebook Ads,0,30
4008,2024-06-19,BR,iOS,Organic,0,24
4009,2024-06-18,MX,iOS,Influencer,0,13
4010,2024-04-13,BR,Android,Google Ads,0,21
4011,2024-03-06,ES,iOS,Organic,0,21
4012,2024-02-24,FR,Android,Organic,0,24
4013,2024-06-24,US,iOS,Facebook Ads,0,19
4014,2024-03-31,US,iOS,Organic,0,21
4015,2024-01-22,DE,Android,TikTok Ads,0,20
4016,2024-04-10,CA,Android,Influencer,0,12
4017,2024-06-03,FR,Android,Facebook Ads,0,20
4018,2024-04-30,US,iOS,Facebook Ads,1,21
4019,2024-04-02,CA,iOS,TikTok Ads,0,18
4020,2024-04-17,US,iOS,Organic,0,19
4021,2024-05-20,US,Android,Facebook Ads,0,27
4022,2024-06-21,UK,iOS,Organic,0,15
4023,2024-01-10,ES,Android,Google Ads,0,21
4024,2024-01-09,DE,Android,TikTok Ads,0,14
4025,2024-06-03,ES,Android,Organic,0,14
4026,2024-02-03,ES,Android,Influencer,0,22
4027,2024-05-08,US,Android,Organic,0,10
4028,2024-06-08,MX,iOS,Influencer,0,14
4029,2024-03-29,MX,Android,Influencer,0,18
4030,2024-04-02,CA,Android,TikTok Ads,0,17
4031,2024-03-11,CA,Android,TikTok Ads,0,23
4032,2024-03-07,DE,iOS,Organic,0,19
4033,2024-05-27,BR,Android,Organic,0,20
4034,2024-04-26,US,iOS,Organic,0,19
4035,2024-04-03,US,iOS,Organic,0,25
4036,2024-06-11,DE,Android,Facebook Ads,0,14
4037,2024-04-08,MX,Android,Influencer,0,23
4038,2024-04-22,BR,Android,Facebook Ads,0,15
4039,2024-04-12,DE,Android,Google Ads,1,18
4040,2024-03-31,UK,Android,Organic,0,15
