purchase_id,user_id,purchase_datetime,amount,item_type,currency
3118,4879,2024-04-04,3.99,small_pack,USD
3119,4879,2024-02-10,4.99,small_pack,USD
3120,4879,2024-02-20,99.99,large_pack,USD
3121,4879,2024-02-02,49.99,large_pack,USD
3122,4879,2024-01-30,9.99,medium_pack,USD
3123,4890,2024-06-09,19.99,medium_pack,USD
3124,4890,2024-06-22,3.99,small_pack,USD
3125,4890,2024-08-05,4.99,small_pack,USD
3126,4890,2024-06-18,14.99,medium_pack,USD
3127,4890,2024-06-06,14.99,medium_pack,USD
3128,4890,2024-06-02,19.99,medium_pack,USD
3129,4890,2024-08-04,1.99,small_pack,USD
3130,4890,2024-06-10,1.99,small_pack,USD
3131,4892,2024-04-28,2.99,small_pack,BRL
3132,4892,2024-05-22,2.99,small_pack,BRL
3133,4892,2024-04-25,9.99,medium_pack,BRL
3134,4892,2024-05-07,4.99,small_pack,BRL
3135,4892,2024-04-20,3.99,small_pack,BRL
3136,4901,2024-04-30,1.99,small_pack,EUR
3137,4901,2024-04-23,14.99,medium_pack,EUR
3138,4901,2024-05-01,49.99,large_pack,EUR
3139,4901,2024-05-23,19.99,medium_pack,EUR
3140,4901,2024-05-19,4.99,small_pack,EUR
3141,4901,2024-04-23,9.99,medium_pack,EUR
3142,4903,2024-07-08,4.99,small_pack,USD
3143,4903,2024-06-18,4.99,small_pack,USD
3144,4903,2024-06-14,1.99,small_pack,USD
3145,4904,2024-06-01,19.99,medium_pack,USD
3146,4904,2024-07-01,9.99,medium_pack,USD
3147,4904,2024-06-20,49.99,large_pack,USD
3148,4904,2024-06-22,4.99,small_pack,USD
3149,4904,2024-06-23,3.99,small_pack,USD
3150,4904,2024-06-12,4.99,small_pack,USD
3151,4911,2024-06-20,1.99,small_pack,USD
3152,4911,2024-05-12,3.99,small_pack,USD
3153,4911,2024-06-06,9.99,medium_pack,USD
3154,4911,2024-05-29,3.99,small_pack,USD
3155,4918,2024-03-06,29.99,large_pack,USD
3156,4918,2024-03-16,4.99,small_pack,USD
3157,4918,2024-03-17,2.99,small_pack,USD
3158,4918,2024-03-02,3.99,small_pack,USD
3159,4918,2024-03-24,29.99,large_pack,USD
3160,4919,2024-03-29,1.99,small_pack,USD
3161,4919,2024-03-29,1.99,small_pack,USD
3162,4941,2024-04-24,3.99,small_pack,USD
3163,4941,2024-01-14,4.99,small_pack,USD
3164,4941,2024-03-14,19.99,medium_pack,USD
3165,4941,2024-01-26,4.99,small_pack,USD
3166,4941,2024-01-24,49.99,large_pack,USD
3167,4963,2024-01-11,4.99,small_pack,EUR
3168,4963,2024-01-11,19.99,medium_pack,EUR
3169,4963,2024-02-04,2.99,small_pack,EUR
3170,4963,2024-01-24,3.99,small_pack,EUR
3171,4963,2024-01-19,19.99,medium_pack,EUR
3172,4963,2024-02-19,1.99,small_pack,EUR
3173,4963,2024-02-18,1.99,small_pack,EUR
3174,4963,2024-01-21,2.99,small_pack,EUR
3175,4968,2024-04-04,3.99,small_pack,BRL
3176,4968,2024-04-06,99.99,large_pack,BRL
3177,4968,2024-04-02,1.99,small_pack,BRL
3178,4968,2024-04-25,3.99,small_pack,BRL
3179,4977,2024-04-08,9.99,medium_pack,USD
3180,4977,2024-04-10,2.99,small_pack,USD
3181,4977,2024-06-07,19.99,medium_pack,USD
3182,4977,2024-04-22,4.99,small_pack,USD
3183,4977,2024-03-30,2.99,small_pack,USD
3184,4977,2024-05-09,4.99,small_pack,USD
3185,4977,2024-05-09,14.99,medium_pack,USD
3186,4977,2024-04-07,1.99,small_pack,USD
3187,4984,2024-01-14,3.99,small_pack,USD
3188,4984,2024-01-17,3.99,small_pack,USD
3189,4984,2024-03-08,2.99,small_pack,USD
3190,4984,2024-01-23,19.99,medium_pack,USD
3191,4984,2024-01-12,19.99,medium_pack,USD
3192,4984,2024-01-13,29.99,large_pack,USD
3193,4986,2024-05-02,1.99,small_pack,USD
3194,4986,2024-05-10,1.99,small_pack,USD
3195,4991,2024-05-04,2.99,small_pack,USD
3196,4991,2024-05-24,14.99,medium_pack,USD
3197,4991,2024-05-06,1.99,small_pack,USD
3198,4991,2024-05-15,3.99,small_pack,USD
3199,4991,2024-05-05,49.99,large_pack,USD
3200,4991,2024-05-16,3.99,small_pack,USD
3201,4991,2024-06-05,14.99,medium_pack,USD
3202,4993,2024-08-08,4.99,small_pack,BRL
3203,4999,2024-08-10,9.99,medium_pack,BRL
3204,4999,2024-05-31,19.99,medium_pack,BRL
3205,4999,2024-06-11,1.99,small_pack,BRL
3206,5001,2024-06-07,19.99,medium_pack,MXN
3207,5001,2024-05-03,19.99,medium_pack,MXN
3208,5001,2024-05-15,9.99,medium_pack,MXN
3209,5001,2024-04-16,1.99,small_pack,MXN
3210,5014,2024-04-10,9.99,medium_pack,EUR
3211,5014,2024-05-16,99.99,large_pack,EUR
3212,5014,2024-04-01,2.99,small_pack,EUR
3213,5014,2024-04-07,4.99,small_pack,EUR
3214,5014,2024-04-23,4.99,small_pack,EUR
3215,5032,2024-04-19,9.99,medium_pack,MXN
3216,5032,2024-02-16,99.99,large_pack,MXN
3217,5032,2024-02-16,99.99,large_pack,MXN
3218,5032,2024-02-19,3.99,small_pack,MXN
3219,5036,2024-07-31,99.99,large_pack,MXN
3220,5036,2024-05-13,29.99,large_pack,MXN
3221,5036,2024-05-06,1.99,small_pack,MXN
3222,5036,2024-05-22,29.99,large_pack,MXN
3223,5036,2024-06-25,1.99,small_pack,MXN
3224,5045,2024-06-23,4.99,small_pack,USD
3225,5045,2024-06-26,3.99,small_pack,USD
3226,5045,2024-05-21,1.99,small_pack,USD
3227,5047,2024-06-05,1.99,small_pack,EUR
3228,5047,2024-05-12,1.99,small_pack,EUR
3229,5047,2024-05-19,99.99,large_pack,EUR
3230,5047,2024-05-07,3.99,small_pack,EUR
3231,5047,2024-06-03,14.99,medium_pack,EUR
3232,5047,2024-05-22,2.99,small_pack,EUR
3233,5047,2024-06-17,4.99,small_pack,EUR
3234,5047,2024-07-07,9.99,medium_pack,EUR
3235,5047,2024-05-26,1.99,small_pack,EUR
3236,5049,2024-02-05,1.99,small_pack,EUR
3237,5049,2024-02-07,3.99,small_pack,EUR
3238,5049,2024-02-21,4.99,small_pack,EUR
3239,5049,2024-02-14,1.99,small_pack,EUR
3240,5049,2024-04-07,29.99,large_pack,EUR
3241,5049,2024-04-24,49.99,large_pack,EUR
3242,5049,2024-02-06,9.99,medium_pack,EUR
3243,5049,2024-01-29,19.99,medium_pack,EUR
3244,5049,2024-02-01,4.99,small_pack,EUR
3245,5049,2024-02-12,14.99,medium_pack,EUR
3246,5053,2024-02-23,14.99,medium_pack,BRL
3247,5053,2024-01-31,2.99,small_pack,BRL
3248,5053,2024-02-20,2.99,small_pack,BRL
3249,5053,2024-01-17,2.99,small_pack,BRL
3250,5057,2024-07-15,14.99,medium_pack,USD
3251,5057,2024-06-21,19.99,medium_pack,USD
3252,5057,2024-06-27,3.99,small_pack,USD
3253,5057,2024-06-20,4.99,small_pack,USD
3254,5058,2024-07-13,9.99,medium_pack,MXN
3255,5058,2024-06-27,9.99,medium_pack,MXN
3256,5058,2024-05-29,19.99,medium_pack,MXN
3257,5062,2024-05-26,2.99,small_pack,USD
3258,5062,2024-05-02,2.99,small_pack,USD
3259,5062,2024-06-17,14.99,medium_pack,USD
3260,5062,2024-05-18,99.99,large_pack,USD
3261,5064,2024-05-06,3.99,small_pack,BRL
3262,5064,2024-04-03,14.99,medium_pack,BRL
3263,5064,2024-03-31,2.99,small_pack,BRL
3264,5066,2024-03-31,4.99,small_pack,USD
3265,5066,2024-05-21,2.99,small_pack,USD
3266,5066,2024-04-02,19.99,medium_pack,USD
3267,5066,2024-03-08,9.99,medium_pack,USD
3268,5066,2024-03-14,4.99,small_pack,USD
3269,5067,2024-03-18,1.99,small_pack,USD
3270,5067,2024-03-04,19.99,medium_pack,USD
3271,5067,2024-03-12,14.99,medium_pack,USD
3272,5067,2024-03-30,9.99,medium_pack,USD
3273,5067,2024-04-25,4.99,small_pack,USD
3274,5073,2024-07-09,2.99,small_pack,BRL
3275,5073,2024-07-03,2.99,small_pack,BRL
3276,5073,2024-07-06,14.99,medium_pack,BRL
3277,5073,2024-06-27,3.99,small_pack,BRL
3278,5081,2024-03-26,9.99,medium_pack,EUR
3279,5081,2024-03-10,1.99,small_pack,EUR
3280,5081,2024-04-25,2.99,small_pack,EUR
3281,5081,2024-03-11,4.99,small_pack,EUR
3282,5081,2024-03-15,19.99,medium_pack,EUR
3283,5081,2024-03-21,19.99,medium_pack,EUR
3284,5081,2024-03-11,2.99,small_pack,EUR
3285,5081,2024-03-08,3.99,small_pack,EUR
3286,5086,2024-05-20,3.99,small_pack,EUR
3287,5086,2024-05-25,9.99,medium_pack,EUR
3288,5086,2024-05-19,3.99,small_pack,EUR
3289,5086,2024-05-25,2.99,small_pack,EUR
3290,5086,2024-06-16,3.99,small_pack,EUR
3291,5096,2024-01-21,3.99,small_pack,USD
3292,5096,2024-01-28,19.99,medium_pack,USD
3293,5096,2024-01-28,29.99,large_pack,USD
3294,5096,2024-02-22,14.99,medium_pack,USD
3295,5096,2024-02-17,14.99,medium_pack,USD
3296,5103,2024-03-26,4.99,small_pack,EUR
3297,5103,2024-05-21,1.99,small_pack,EUR
3298,5103,2024-03-31,14.99,medium_pack,EUR
3299,5103,2024-04-03,19.99,medium_pack,EUR
3300,5103,2024-03-25,2.99,small_pack,EUR
3301,5103,2024-04-14,2.99,small_pack,EUR
3302,5104,2024-05-30,9.99,medium_pack,EUR
3303,5104,2024-06-02,14.99,medium_pack,EUR
3304,5104,2024-06-22,1.99,small_pack,EUR
3305,5104,2024-05-17,2.99,small_pack,EUR
3306,5104,2024-05-20,9.99,medium_pack,EUR
3307,5106,2024-04-02,1.99,small_pack,MXN
3308,5106,2024-05-10,1.99,small_pack,MXN
3309,5106,2024-04-10,29.99,large_pack,MXN
3310,5135,2024-04-25,1.99,small_pack,USD
3311,5135,2024-05-21,14.99,medium_pack,USD
3312,5135,2024-04-16,9.99,medium_pack,USD
3313,5135,2024-04-09,4.99,small_pack,USD
3314,5135,2024-04-17,1.99,small_pack,USD
3315,5135,2024-04-03,14.99,medium_pack,USD
3316,5135,2024-05-24,3.99,small_pack,USD
3317,5135,2024-04-02,29.99,large_pack,USD
3318,5138,2024-04-22,2.99,small_pack,USD
3319,5138,2024-03-31,4.99,small_pack,USD
3320,5138,2024-05-07,19.99,medium_pack,USD
3321,5138,2024-04-15,1.99,small_pack,USD
3322,5157,2024-02-23,3.99,small_pack,USD
3323,5157,2024-03-19,19.99,medium_pack,USD
3324,5157,2024-02-14,19.99,medium_pack,USD
3325,5157,2024-02-13,9.99,medium_pack,USD
3326,5162,2024-03-07,14.99,medium_pack,USD
3327,5162,2024-01-25,9.99,medium_pack,USD
3328,5162,2024-02-22,4.99,small_pack,USD
3329,5162,2024-02-11,99.99,large_pack,USD
3330,5188,2024-06-24,1.99,small_pack,USD
3331,5188,2024-06-20,49.99,large_pack,USD
3332,5188,2024-06-29,3.99,small_pack,USD
3333,5193,2024-03-18,3.99,small_pack,BRL
3334,5193,2024-03-04,1.99,small_pack,BRL
3335,5193,2024-03-17,3.99,small_pack,BRL
3336,5193,2024-03-01,14.99,medium_pack,BRL
3337,5193,2024-03-05,19.99,medium_pack,BRL
3338,5193,2024-03-17,4.99,small_pack,BRL
3339,5206,2024-01-19,9.99,medium_pack,EUR
3340,5206,2024-01-25,4.99,small_pack,EUR
3341,5206,2024-01-22,19.99,medium_pack,EUR
3342,5206,2024-01-30,29.99,large_pack,EUR
3343,5207,2024-02-01,4.99,small_pack,MXN
3344,5207,2024-02-01,29.99,large_pack,MXN
3345,5207,2024-02-01,1.99,small_pack,MXN
3346,5207,2024-03-14,29.99,large_pack,MXN
3347,5210,2024-05-19,2.99,small_pack,USD
3348,5210,2024-05-22,2.99,small_pack,USD
3349,5210,2024-06-01,9.99,medium_pack,USD
3350,5210,2024-06-21,4.99,small_pack,USD
3351,5210,2024-06-11,1.99,small_pack,USD
3352,5210,2024-07-23,14.99,medium_pack,USD
3353,5210,2024-05-25,99.99,large_pack,USD
3354,5210,2024-06-03,4.99,small_pack,USD
3355,5210,2024-06-03,9.99,medium_pack,USD
3356,5228,2024-05-23,9.99,medium_pack,USD
3357,5228,2024-05-13,2.99,small_pack,USD
3358,5228,2024-05-20,29.99,large_pack,USD
3359,5228,2024-05-25,14.99,medium_pack,USD
3360,5228,2024-06-19,29.99,large_pack,USD
3361,5228,2024-05-28,19.99,medium_pack,USD
3362,5228,2024-06-01,19.99,medium_pack,USD
3363,5233,2024-02-26,14.99,medium_pack,USD
3364,5233,2024-02-29,19.99,medium_pack,USD
3365,5233,2024-03-09,2.99,small_pack,USD
3366,5242,2024-05-30,1.99,small_pack,EUR
3367,5242,2024-04-28,2.99,small_pack,EUR
3368,5242,2024-05-08,1.99,small_pack,EUR
3369,5242,2024-04-29,4.99,small_pack,EUR
3370,5242,2024-04-27,4.99,small_pack,EUR
3371,5253,2024-05-01,1.99,small_pack,EUR
3372,5253,2024-05-20,4.99,small_pack,EUR
3373,5253,2024-05-21,3.99,small_pack,EUR
3374,5255,2024-07-06,19.99,medium_pack,USD
3375,5255,2024-07-13,3.99,small_pack,USD
3376,5255,2024-06-29,2.99,small_pack,USD
3377,5255,2024-08-07,3.99,small_pack,USD
3378,5284,2024-02-03,2.99,small_pack,BRL
3379,5284,2024-02-05,2.99,small_pack,BRL
3380,5284,2024-01-27,4.99,small_pack,BRL
3381,5284,2024-03-10,1.99,small_pack,BRL
3382,5284,2024-01-29,3.99,small_pack,BRL
3383,5287,2024-06-04,1.99,small_pack,USD
3384,5287,2024-07-10,9.99,medium_pack,USD
3385,5287,2024-06-25,3.99,small_pack,USD
3386,5287,2024-06-02,29.99,large_pack,USD
3387,5287,2024-06-01,1.99,small_pack,USD
3388,5287,2024-06-17,19.99,medium_pack,USD
3389,5287,2024-06-21,9.99,medium_pack,USD
3390,5292,2024-05-17,4.99,small_pack,EUR
3391,5292,2024-04-21,2.99,small_pack,EUR
3392,5292,2024-04-25,1.99,small_pack,EUR
3393,5292,2024-05-14,9.99,medium_pack,EUR
3394,5292,2024-05-12,2.99,small_pack,EUR
3395,5292,2024-05-02,1.99,small_pack,EUR
3396,5298,2024-04-30,14.99,medium_pack,USD
3397,5298,2024-04-22,3.99,small_pack,USD
3398,5298,2024-05-20,3.99,small_pack,USD
3399,5298,2024-05-16,4.99,small_pack,USD
3400,5298,2024-05-02,4.99,small_pack,USD
3401,5298,2024-04-26,2.99,small_pack,USD
3402,5301,2024-08-11,4.99,small_pack,USD
3403,5301,2024-04-29,19.99,medium_pack,USD
3404,5301,2024-04-14,14.99,medium_pack,USD
3405,5303,2024-01-31,99.99,large_pack,USD
3406,5303,2024-01-30,4.99,small_pack,USD
3407,5303,2024-02-25,2.99,small_pack,USD
3408,5303,2024-02-04,3.99,small_pack,USD
3409,5303,2024-05-17,3.99,small_pack,USD
3410,5303,2024-02-03,9.99,medium_pack,USD
3411,5304,2024-07-27,2.99,small_pack,EUR
3412,5304,2024-07-13,99.99,large_pack,EUR
3413,5304,2024-07-04,14.99,medium_pack,EUR
3414,5305,2024-06-21,3.99,small_pack,USD
3415,5305,2024-09-07,49.99,large_pack,USD
3416,5305,2024-06-26,1.99,small_pack,USD
3417,5305,2024-06-30,9.99,medium_pack,USD
3418,5309,2024-05-25,19.99,medium_pack,USD
3419,5309,2024-05-23,4.99,small_pack,USD
3420,5309,2024-06-11,3.99,small_pack,USD
3421,5309,2024-06-06,4.99,small_pack,USD
3422,5309,2024-05-22,1.99,small_pack,USD
3423,5311,2024-04-27,19.99,medium_pack,USD
3424,5311,2024-04-10,14.99,medium_pack,USD
3425,5311,2024-04-14,3.99,small_pack,USD
3426,5311,2024-04-02,2.99,small_pack,USD
3427,5311,2024-03-27,29.99,large_pack,USD
3428,5311,2024-04-14,3.99,small_pack,USD
3429,5312,2024-07-01,2.99,small_pack,USD
3430,5312,2024-07-03,1.99,small_pack,USD
3431,5312,2024-10-04,2.99,small_pack,USD
3432,5318,2024-05-17,99.99,large_pack,EUR
3433,5318,2024-05-10,2.99,small_pack,EUR
3434,5318,2024-06-23,3.99,small_pack,EUR
3435,5318,2024-06-12,19.99,medium_pack,EUR
3436,5321,2024-04-03,19.99,medium_pack,USD
3437,5321,2024-04-24,2.99,small_pack,USD
3438,5328,2024-07-06,49.99,large_pack,BRL
3439,5328,2024-07-21,4.99,small_pack,BRL
3440,5328,2024-06-28,2.99,small_pack,BRL
3441,5328,2024-10-07,3.99,small_pack,BRL
3442,5329,2024-03-15,1.99,small_pack,USD
3443,5329,2024-02-22,2.99,small_pack,USD
3444,5329,2024-03-30,4.99,small_pack,USD
3445,5329,2024-02-29,9.99,medium_pack,USD
3446,5336,2024-05-01,4.99,small_pack,EUR
3447,5336,2024-05-09,9.99,medium_pack,EUR
3448,5336,2024-04-30,9.99,medium_pack,EUR
3449,5336,2024-05-21,19.99,medium_pack,EUR
3450,5341,2024-04-06,1.99,small_pack,EUR
3451,5341,2024-04-12,1.99,small_pack,EUR
3452,5341,2024-03-31,4.99,small_pack,EUR
3453,5341,2024-07-06,14.99,medium_pack,EUR
3454,5341,2024-04-02,14.99,medium_pack,EUR
3455,5349,2024-10-21,4.99,small_pack,USD
3456,5349,2024-07-22,2.99,small_pack,USD
3457,5349,2024-07-25,2.99,small_pack,USD
3458,5382,2024-04-20,29.99,large_pack,USD
3459,5387,2024-06-05,3.99,small_pack,MXN
3460,5387,2024-06-02,4.99,small_pack,MXN
3461,5387,2024-06-01,2.99,small_pack,MXN
3462,5387,2024-06-18,14.99,medium_pack,MXN
3463,5387,2024-06-01,3.99,small_pack,MXN
3464,5387,2024-06-04,2.99,small_pack,MXN
3465,5399,2024-06-27,14.99,medium_pack,EUR
3466,5399,2024-07-01,19.99,medium_pack,EUR
3467,5399,2024-06-24,4.99,small_pack,EUR
3468,5399,2024-08-20,4.99,small_pack,EUR
3469,5405,2024-05-16,4.99,small_pack,EUR
3470,5405,2024-05-27,3.99,small_pack,EUR
3471,5405,2024-04-21,4.99,small_pack,EUR
3472,5405,2024-05-03,4.99,small_pack,EUR
3473,5408,2024-07-06,14.99,medium_pack,USD
3474,5408,2024-05-22,4.99,small_pack,USD
3475,5408,2024-06-23,14.99,medium_pack,USD
3476,5408,2024-06-14,2.99,small_pack,USD
3477,5408,2024-05-28,19.99,medium_pack,USD
3478,5408,2024-05-29,3.99,small_pack,USD
3479,5408,2024-05-23,1.99,small_pack,USD
3480,5408,2024-06-03,3.99,small_pack,USD
3481,5418,2024-06-18,49.99,large_pack,MXN
3482,5418,2024-06-03,3.99,small_pack,MXN
3483,5418,2024-06-15,14.99,medium_pack,MXN
3484,5418,2024-05-30,4.99,small_pack,MXN
3485,5423,2024-01-27,3.99,small_pack,USD
3486,5423,2024-01-25,49.99,large_pack,USD
3487,5423,2024-02-09,2.99,small_pack,USD
3488,5427,2024-06-02,4.99,small_pack,USD
3489,5427,2024-05-17,3.99,small_pack,USD
3490,5427,2024-05-26,19.99,medium_pack,USD
3491,5427,2024-05-25,1.99,small_pack,USD
3492,5428,2024-03-08,19.99,medium_pack,BRL
3493,5428,2024-01-22,2.99,small_pack,BRL
3494,5428,2024-03-29,4.99,small_pack,BRL
3495,5428,2024-02-09,19.99,medium_pack,BRL
3496,5428,2024-01-29,1.99,small_pack,BRL
3497,5428,2024-01-25,1.99,small_pack,BRL
3498,5428,2024-02-08,3.99,small_pack,BRL
3499,5446,2024-06-03,1.99,small_pack,USD
3500,5446,2024-05-04,3.99,small_pack,USD
3501,5446,2024-05-07,14.99,medium_pack,USD
3502,5446,2024-05-09,1.99,small_pack,USD
3503,5446,2024-05-07,4.99,small_pack,USD
3504,5446,2024-06-07,3.99,small_pack,USD
3505,5446,2024-05-03,4.99,small_pack,USD
3506,5455,2024-04-16,2.99,small_pack,EUR
3507,5455,2024-04-22,9.99,medium_pack,EUR
3508,5455,2024-04-24,49.99,large_pack,EUR
3509,5455,2024-05-02,3.99,small_pack,EUR
3510,5455,2024-04-22,1.99,small_pack,EUR
3511,5455,2024-06-22,19.99,medium_pack,EUR
3512,5455,2024-05-14,49.99,large_pack,EUR
3513,5462,2024-03-08,1.99,small_pack,USD
3514,5462,2024-03-10,2.99,small_pack,USD
3515,5462,2024-03-22,3.99,small_pack,USD
3516,5463,2024-05-21,19.99,medium_pack,USD
3517,5463,2024-05-25,9.99,medium_pack,USD
3518,5463,2024-05-16,19.99,medium_pack,USD
3519,5468,2024-03-01,19.99,medium_pack,BRL
3520,5468,2024-02-18,4.99,small_pack,BRL
3521,5468,2024-03-03,4.99,small_pack,BRL
3522,5468,2024-02-25,49.99,large_pack,BRL
3523,5468,2024-03-14,29.99,large_pack,BRL
3524,5468,2024-03-17,9.99,medium_pack,BRL
3525,5468,2024-02-17,3.99,small_pack,BRL
3526,5470,2024-05-20,1.99,small_pack,MXN
3527,5470,2024-05-13,2.99,small_pack,MXN
3528,5470,2024-06-03,1.99,small_pack,MXN
3529,5470,2024-05-19,1.99,small_pack,MXN
3530,5470,2024-05-17,1.99,small_pack,MXN
3531,5470,2024-05-11,14.99,medium_pack,MXN
3532,5470,2024-05-18,2.99,small_pack,MXN
3533,5470,2024-05-21,2.99,small_pack,MXN
3534,5470,2024-06-05,4.99,small_pack,MXN
3535,5470,2024-05-29,9.99,medium_pack,MXN
3536,5482,2024-02-22,4.99,small_pack,EUR
3537,5482,2024-03-05,4.99,small_pack,EUR
3538,5482,2024-02-14,29.99,large_pack,EUR
3539,5482,2024-03-25,14.99,medium_pack,EUR
3540,5482,2024-03-08,9.99,medium_pack,EUR
3541,5482,2024-04-17,3.99,small_pack,EUR
3542,5482,2024-03-24,2.99,small_pack,EUR
3543,5482,2024-02-16,2.99,small_pack,EUR
3544,5483,2024-01-14,4.99,small_pack,USD
3545,5483,2024-01-21,2.99,small_pack,USD
3546,5483,2024-02-03,2.99,small_pack,USD
3547,5483,2024-01-13,1.99,small_pack,USD
3548,5483,2024-01-10,3.99,small_pack,USD
3549,5483,2024-01-28,2.99,small_pack,USD
3550,5483,2024-02-09,9.99,medium_pack,USD
3551,5485,2024-04-17,3.99,small_pack,BRL
3552,5485,2024-05-05,2.99,small_pack,BRL
3553,5485,2024-07-09,14.99,medium_pack,BRL
3554,5490,2024-01-31,1.99,small_pack,BRL
3555,5490,2024-03-08,9.99,medium_pack,BRL
3556,5490,2024-01-31,9.99,medium_pack,BRL
3557,5490,2024-03-24,9.99,medium_pack,BRL
3558,5490,2024-02-18,1.99,small_pack,BRL
3559,5490,2024-02-21,1.99,small_pack,BRL
3560,5491,2024-06-03,3.99,small_pack,USD
3561,5491,2024-06-03,2.99,small_pack,USD
3562,5491,2024-07-12,29.99,large_pack,USD
3563,5491,2024-07-09,99.99,large_pack,USD
3564,5491,2024-05-29,9.99,medium_pack,USD
3565,5491,2024-06-28,19.99,medium_pack,USD
3566,5491,2024-06-01,19.99,medium_pack,USD
3567,5504,2024-06-03,99.99,large_pack,EUR
3568,5504,2024-04-25,1.99,small_pack,EUR
3569,5504,2024-06-21,3.99,small_pack,EUR
3570,5504,2024-04-22,2.99,small_pack,EUR
3571,5504,2024-04-25,2.99,small_pack,EUR
3572,5530,2024-06-17,14.99,medium_pack,BRL
3573,5530,2024-06-13,14.99,medium_pack,BRL
3574,5530,2024-06-14,1.99,small_pack,BRL
3575,5530,2024-06-15,19.99,medium_pack,BRL
3576,5530,2024-07-01,2.99,small_pack,BRL
3577,5530,2024-06-18,9.99,medium_pack,BRL
3578,5541,2024-01-15,4.99,small_pack,USD
3579,5541,2024-01-14,4.99,small_pack,USD
3580,5541,2024-01-14,2.99,small_pack,USD
3581,5541,2024-03-05,19.99,medium_pack,USD
3582,5541,2024-02-15,19.99,medium_pack,USD
3583,5541,2024-01-30,3.99,small_pack,USD
3584,5541,2024-02-20,4.99,small_pack,USD
3585,5541,2024-01-16,99.99,large_pack,USD
3586,5544,2024-03-24,9.99,medium_pack,USD
3587,5544,2024-04-14,3.99,small_pack,USD
3588,5544,2024-03-17,4.99,small_pack,USD
3589,5544,2024-03-18,4.99,small_pack,USD
3590,5544,2024-04-04,3.99,small_pack,USD
3591,5544,2024-03-14,4.99,small_pack,USD
3592,5549,2024-03-29,2.99,small_pack,USD
3593,5549,2024-04-04,14.99,medium_pack,USD
3594,5549,2024-03-09,2.99,small_pack,USD
3595,5549,2024-03-31,2.99,small_pack,USD
3596,5550,2024-04-21,3.99,small_pack,USD
3597,5550,2024-02-16,3.99,small_pack,USD
3598,5550,2024-02-17,1.99,small_pack,USD
3599,5550,2024-02-22,4.99,small_pack,USD
3600,5550,2024-02-24,4.99,small_pack,USD
3601,5550,2024-02-18,9.99,medium_pack,USD
3602,5563,2024-02-07,4.99,small_pack,EUR
3603,5563,2024-02-02,14.99,medium_pack,EUR
3604,5563,2024-02-11,1.99,small_pack,EUR
3605,5563,2024-02-18,2.99,small_pack,EUR
3606,5563,2024-02-17,3.99,small_pack,EUR
3607,5563,2024-01-25,9.99,medium_pack,EUR
3608,5575,2024-06-08,3.99,small_pack,BRL
3609,5575,2024-05-23,9.99,medium_pack,BRL
3610,5575,2024-05-08,49.99,large_pack,BRL
3611,5575,2024-06-03,4.99,small_pack,BRL
3612,5576,2024-03-12,3.99,small_pack,EUR
3613,5576,2024-04-02,14.99,medium_pack,EUR
3614,5576,2024-03-24,29.99,large_pack,EUR
3615,5576,2024-03-12,2.99,small_pack,EUR
3616,5576,2024-03-16,3.99,small_pack,EUR
3617,5576,2024-03-12,49.99,large_pack,EUR
3618,5576,2024-03-15,3.99,small_pack,EUR
3619,5576,2024-03-06,19.99,medium_pack,EUR
3620,5576,2024-03-07,3.99,small_pack,EUR
3621,5579,2024-05-11,9.99,medium_pack,EUR
3622,5579,2024-05-04,1.99,small_pack,EUR
3623,5579,2024-06-12,2.99,small_pack,EUR
3624,5579,2024-05-12,9.99,medium_pack,EUR
3625,5579,2024-05-07,9.99,medium_pack,EUR
3626,5596,2024-03-04,4.99,small_pack,USD
3627,5596,2024-03-23,9.99,medium_pack,USD
3628,5596,2024-03-23,1.99,small_pack,USD
3629,5596,2024-03-03,9.99,medium_pack,USD
3630,5597,2024-06-05,19.99,medium_pack,USD
3631,5597,2024-06-09,14.99,medium_pack,USD
3632,5597,2024-06-27,19.99,medium_pack,USD
3633,5597,2024-07-16,4.99,small_pack,USD
3634,5597,2024-06-29,14.99,medium_pack,USD
3635,5597,2024-07-07,14.99,medium_pack,USD
3636,5597,2024-06-04,9.99,medium_pack,USD
3637,5603,2024-05-02,1.99,small_pack,EUR
3638,5603,2024-05-23,9.99,medium_pack,EUR
3639,5603,2024-05-15,1.99,small_pack,EUR
3640,5603,2024-05-26,4.99,small_pack,EUR
3641,5603,2024-06-25,2.99,small_pack,EUR
3642,5605,2024-03-30,9.99,medium_pack,EUR
3643,5605,2024-03-15,14.99,medium_pack,EUR
3644,5605,2024-03-16,19.99,medium_pack,EUR
3645,5605,2024-04-03,14.99,medium_pack,EUR
3646,5605,2024-03-31,4.99,small_pack,EUR
3647,5606,2024-05-12,14.99,medium_pack,USD
3648,5606,2024-07-02,4.99,small_pack,USD
3649,5606,2024-08-05,9.99,medium_pack,USD
3650,5606,2024-06-27,2.99,small_pack,USD
3651,5613,2024-02-19,9.99,medium_pack,USD
3652,5613,2024-04-10,9.99,medium_pack,USD
3653,5613,2024-03-13,9.99,medium_pack,USD
3654,5613,2024-03-09,49.99,large_pack,USD
3655,5614,2024-01-21,1.99,small_pack,USD
3656,5614,2024-01-16,4.99,small_pack,USD
3657,5614,2024-01-12,1.99,small_pack,USD
3658,5614,2024-01-20,4.99,small_pack,USD
